Label,StopwordRemovedSentence
positive,distance projectile moon diminished rapidly speed though much less initial velocity eight nine times greater propels express trains
positive,oblique course projectile obliquity gave michel ardan hopes striking lunar disc point
positive,could think would never reach
neutral,
neutral,could believe opinion often repeated
positive,barbicane better judge always answered merciless logic
neutral,michel
neutral,reach moon fall falling
positive,centripetal force keeps us moon influence centrifugal force draws us irresistibly away said tone quenched michel ardan last hope
neutral,portion moon projectile nearing northern hemisphere selenographic maps place maps generally drawn outline given glasses know reverse objects
neutral,mappa selenographica boeer moedler barbicane consulted
negative,northern hemisphere presented vast plains dotted isolated mountains
neutral,midnight moon full
neutral,precise moment travelers alighted upon mischievous meteor diverted course
positive,orb exactly condition determined cambridge observatory
neutral,mathematically perigee zenith twenty eighth parallel
negative,observer placed bottom enormous columbiad pointed perpendicularly horizon would framed moon mouth gun
positive,straight line drawn axis piece would passed center orb night
neutral,needless say night 5th 6th december travelers took instant rest
neutral,could close eyes near new world
neutral,
neutral,feelings concentrated one single thought see
neutral,representatives earth humanity past present centered
neutral,eyes human race look lunar regions penetrate secrets satellite
negative,strange emotion filled hearts went one window
positive,observations reproduced barbicane rigidly determined
neutral,take glasses correct maps
positive,regards optical instruments disposal excellent marine glasses specially constructed journey
