Label,StopwordRemovedSentence
neutral,following days settlers time construct furnace bricks particular arrangement serve distillation sulphate iron obtained
neutral,finished 18th may nearly time chemical transformation terminated
positive,gideon spilett herbert neb pencroft skillfully directed engineer become clever workmen
positive,masters necessity one listened teaches best
negative,heap pyrites entirely reduced fire result operation consisting sulphate iron sulphate alumina flint remains coal cinders placed basinful water
positive,stirred mixture let settle decanted obtained clear liquid containing solution sulphate iron sulphate alumina matters remaining solid since insoluble
neutral,lastly liquid partly evaporated crystals sulphate iron deposited evaporated liquid contained sulphate alumina thrown away
neutral,cyrus harding disposal large quantity sulphate iron crystals sulphuric acid extracted
neutral,making sulphuric acid expensive manufacture
positive,considerable works necessary special set tools apparatus platina leaden chambers unassailable acid transformation performed etc
positive,engineer none disposal knew bohemia especially sulphuric acid manufactured simple means also advantage producing superior degree concentration
neutral,thus acid known name nordhausen acid made
neutral,obtain sulphuric acid cyrus harding one operation make calcine sulphate iron crystals closed vase sulphuric acid distil vapor vapor condensation would produce acid
neutral,crystals placed pots heat furnace would distil sulphuric acid
